host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,capacity,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1670,4,28,4.74,4.58,4.55,4.97,4.97,4.87,4.42,f,1.8
within an hour,100.00%,100.00%,t,t,Entire vacation home,Entire home/apt,3,878,1,1125,4.98,4.96,4.95,4.96,4.95,4.83,4.85,t,4.75
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,2471,2,90,4.4,4.2,4.4,4.8,4.2,4.8,4.2,t,0.8
within an hour,100.00%,100.00%,t,t,Private room in guesthouse,Private room,2,653,1,1125,4.84,4.95,4.95,5,5,5,4.84,f,1.33
within an hour,100.00%,100.00%,t,t,Private room in guest suite,Private room,2,700,2,1125,5,5,4.98,5,5,5,4.98,f,2.21
within an hour,100.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,7,1665,1,1125,4.58,4.81,4.67,4.91,4.78,4.83,4.64,t,3.99
within a few hours,100.00%,67.00%,f,t,Entire rental unit,Entire home/apt,2,700,2,1125,4.89,5,4.56,5,4.89,5,4.78,f,0.5
within an hour,95.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,1457,1,1125,4.92,5,5,4.92,4.9,4.98,4.92,t,2.52
within an hour,99.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,620,2,1125,4.72,4.85,4.85,4.9,4.7,4.83,4.73,t,2.93
within a day,100.00%,100.00%,f,t,Entire home,Entire home/apt,2,700,1,1125,5,5,5,5,5,5,5,t,0.06
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,804,2,1125,4.84,4.95,4.92,4.99,4.95,4.97,4.81,t,3.66
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,825,1,365,5,5,5,5,5,5,5,f,0.05
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,752,2,1125,4.64,4.83,4.82,4.89,4.88,4.99,4.77,t,4.26
N/A,N/A,60.00%,t,t,Entire condo,Entire home/apt,5,1400,2,31,5,5,4.94,5,5,4.88,4.94,f,0.84
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,8,2400,2,1125,4.85,4.88,4.78,4.91,4.88,4.93,4.88,f,3.31
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,1,456,3,1125,5,4.91,4.73,5,5,5,4.91,f,0.65
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,1100,1,1125,5,5,4.89,5,5,4.89,5,f,1.09
within a few hours,100.00%,89.00%,t,t,Entire condo,Entire home/apt,2,317,7,365,4.75,4.56,4.69,4.75,4.69,4.63,4.69,f,0.79
within an hour,100.00%,70.00%,f,t,Entire condo,Entire home/apt,4,950,7,1125,5,5,5,5,5,5,5,f,0.15
within an hour,100.00%,91.00%,t,t,Private room in condo,Private room,2,382,1,365,4.94,4.94,4.94,4.78,5,4.83,4.56,f,0.99
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,467,2,1125,4.65,4.69,4.78,4.73,4.86,4.57,4.61,t,2.5
within an hour,100.00%,100.00%,t,t,Private room in home,Private room,2,737,2,1125,4.75,4.9,4.93,4.95,4.93,5,4.86,t,3.61
within an hour,100.00%,97.00%,t,t,Private room in rental unit,Private room,2,800,1,365,4.71,4.43,4.86,4.71,4.86,5,4.71,f,0.56
within an hour,93.00%,88.00%,f,t,Shared room in home,Shared room,1,300,1,1125,4.76,4.94,4.76,4.94,4.94,4.94,4.76,f,0.88
within a few hours,100.00%,100.00%,f,t,Private room in rental unit,Private room,1,454,3,365,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,553,3,1125,5,5,5,5,5,5,5,t,0.23
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,850,1,365,4.96,5,4.96,4.95,4.92,4.91,4.81,t,3.86
within an hour,100.00%,99.00%,f,t,Entire condo,Entire home/apt,4,1053,2,1125,4.82,4.94,4.88,5,4.94,4.82,4.82,f,0.91
N/A,N/A,N/A,f,f,Private room in rental unit,Private room,1,251,30,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,701,1,1125,5,5,5,5,5,4.8,5,f,4.29
N/A,N/A,100.00%,f,t,Entire condo,Entire home/apt,3,1829,2,1125,5,5,5,4.5,4.5,5,5,f,0.12
within an hour,100.00%,100.00%,f,t,Private room in condo,Private room,2,545,5,365,5,4.67,4.33,5,4.67,4.33,4.33,f,0.19
within an hour,100.00%,91.00%,t,t,Entire loft,Entire home/apt,4,900,3,1125,4.86,4.73,4.82,4.77,4.95,4.91,4.73,f,1.1
within an hour,99.00%,99.00%,t,t,Private room in rental unit,Private room,8,8368,1,1125,2,1,5,1,1,5,5,t,0.05
within an hour,91.00%,95.00%,t,t,Entire condo,Entire home/apt,8,3475,2,15,4.95,5,4.89,4.93,4.93,5,4.91,f,2.18
within an hour,100.00%,98.00%,t,t,Entire guest suite,Entire home/apt,3,600,1,365,4.69,4.83,4.83,4.96,4.98,4.85,4.62,f,2.53
within a few hours,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,801,3,60,4.58,4.83,4.75,4.83,4.75,4.75,4.58,f,0.71
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,890,2,7,4.88,4.94,4.88,4.94,5,4.94,4.75,f,0.8
within a few hours,100.00%,100.00%,f,t,Entire condo,Entire home/apt,6,2936,2,15,4.91,4.82,5,5,5,5,4.91,f,0.73
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,1087,1,1125,4.65,4.91,4.95,4.8,4.91,5,4.85,f,2.81
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,6,1976,2,90,4.93,4.95,4.95,4.92,5,4.9,4.92,t,3.46
within an hour,95.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1600,1,1125,4.94,4.97,4.94,5,4.94,5,4.94,t,1.69
within an hour,100.00%,98.00%,t,t,Tiny home,Entire home/apt,2,475,3,365,4.98,5,5,4.95,5,4.63,4.98,f,2.04
within an hour,100.00%,100.00%,t,t,Private room in serviced apartment,Private room,1,420,2,90,4.89,5,5,5,5,5,5,t,0.49
within a day,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,3,2251,7,365,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,5,958,2,90,4.87,4.87,4.84,4.89,4.98,4.91,4.89,f,2.69
N/A,N/A,N/A,f,f,Private room in rental unit,Private room,1,183,10,365,,,,,,,,t,
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,771,1,365,4.81,5,5,5,4.81,4.75,4.75,f,0.79
within an hour,100.00%,93.00%,t,t,Entire condo,Entire home/apt,5,1600,1,1125,5,5,5,5,5,5,4.88,f,0.42
within an hour,100.00%,98.00%,t,t,Entire guesthouse,Entire home/apt,6,794,2,1125,4.88,4.85,4.85,4.96,4.85,4.92,4.85,f,2.37
within a day,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,500,1,1125,4.5,4.5,4.21,4.71,4.79,4.71,4.57,f,1.06
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,2,832,3,15,4.97,4.95,4.99,4.98,4.98,4.93,4.96,f,4.86
within a day,60.00%,73.00%,f,t,Private room in condo,Private room,1,333,3,1125,4.5,5,5,4.5,5,5,5,f,1.22
N/A,N/A,N/A,f,f,Private room in home,Private room,1,300,3,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Private room in guesthouse,Private room,2,458,1,365,4.82,4.89,4.82,4.92,4.71,4.9,4.78,t,3.63
within a day,80.00%,46.00%,t,t,Private room in serviced apartment,Private room,8,3864,2,1125,5,5,5,5,5,5,5,f,0.06
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,1613,2,1125,4.52,4.74,4.91,5,4.91,4.96,4.43,f,1.14
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,1587,2,1125,4.7,4.83,4.81,4.85,4.87,4.89,4.7,f,2.4
within an hour,100.00%,94.00%,f,t,Entire rental unit,Entire home/apt,2,952,2,1125,4.74,4.76,4.76,4.89,4.95,4.95,4.61,f,2.03
within an hour,100.00%,94.00%,f,t,Entire rental unit,Entire home/apt,2,854,2,1125,4.59,4.46,4.46,4.95,4.85,5,4.33,f,1.92
within an hour,100.00%,93.00%,t,t,Entire serviced apartment,Entire home/apt,4,1151,1,1125,4.8,4.87,4.73,5,5,5,4.73,t,0.87
within an hour,100.00%,94.00%,f,t,Entire rental unit,Entire home/apt,2,867,2,1125,4.74,4.69,4.74,4.86,4.86,5,4.63,f,1.79
within an hour,100.00%,83.00%,f,t,Private room in rental unit,Private room,2,659,2,365,5,5,5,5,5,5,5,f,0.11
within an hour,100.00%,75.00%,f,t,Entire condo,Entire home/apt,2,1100,7,365,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,4,2429,2,365,5,5,5,5,5,5,5,f,1
within a few hours,100.00%,N/A,f,t,Entire condo,Entire home/apt,4,3051,10,30,,,,,,,,f,
N/A,N/A,N/A,f,f,Entire loft,Entire home/apt,2,946,2,59,4.57,4.57,4.71,4.86,4.86,4.86,4.43,f,0.35
N/A,N/A,N/A,f,f,Entire rental unit,Entire home/apt,4,801,365,365,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,4,1456,2,365,4.72,4.87,4.72,4.81,4.85,4.89,4.7,f,2.34
within an hour,100.00%,83.00%,f,t,Entire condo,Entire home/apt,5,2254,4,31,5,5,5,5,5,5,5,f,0.28
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,1740,2,1125,4.79,4.95,5,4.95,5,4.89,4.74,f,0.97
within a few hours,91.00%,97.00%,f,t,Private room in rental unit,Private room,2,295,1,28,4.5,4.5,4.67,4.42,4.5,4.58,4.5,t,1.08
within an hour,100.00%,93.00%,t,t,Entire condo,Entire home/apt,2,750,2,100,5,5,5,5,5,4.93,4.89,f,1.57
within a day,80.00%,46.00%,t,t,Private room in casa particular,Private room,9,4668,2,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,1268,2,1125,4.64,4.91,4.72,4.87,4.85,4.74,4.55,f,2.35
within a few hours,83.00%,82.00%,f,t,Private room in home,Private room,2,300,1,20,4.67,4.71,4.58,4.79,4.63,4.79,4.71,f,1.23
within an hour,99.00%,100.00%,t,t,Entire condo,Entire home/apt,2,603,2,1125,4.76,4.92,4.84,4.92,4.82,4.74,4.76,t,2
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1518,2,365,4.7,4.65,4.7,4.7,4.7,4.85,4.58,t,2.03
within an hour,100.00%,75.00%,f,t,Private room in condo,Private room,2,300,1,365,4.17,4.5,4.5,5,4.5,4,4.33,t,0.32
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,1200,2,365,4.48,4.7,4.73,4.48,4.45,4.94,4.48,t,1.65
within an hour,100.00%,85.00%,t,t,Private room in home,Private room,2,2400,1,1125,,,,,,,,f,
N/A,N/A,100.00%,t,t,Private room in home,Private room,2,1500,30,1125,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,8,1533,1,365,4.88,4.91,4.96,4.96,4.92,4.91,4.73,t,4.63
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,1,500,2,1125,4.8,4.8,4.7,4.8,5,4.8,4.7,f,0.82
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1499,120,1125,4.75,4.75,5,4.25,4.5,4.75,4.75,f,0.2
within an hour,100.00%,85.00%,t,t,Private room in home,Private room,2,2400,1,1125,5,5,5,5,5,5,5,f,0.55
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,5,1050,3,45,4.79,4.9,4.79,4.97,4.82,4.92,4.92,t,1.98
within a few hours,100.00%,100.00%,f,t,Entire condo,Entire home/apt,2,290,20,365,5,4.8,4.6,4.8,4.8,4.8,4.6,f,0.27
within an hour,100.00%,99.00%,f,t,Entire rental unit,Entire home/apt,9,859,2,1125,4.6,4.71,4.7,4.78,4.71,4.9,4.73,f,3.17
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,2,1200,5,1125,4.86,4.82,4.82,4.95,4.95,4.68,4.59,f,1.43
within a few hours,100.00%,94.00%,t,f,Entire condo,Entire home/apt,2,1170,5,200,5,5,4.93,4.93,5,5,4.8,f,0.87
N/A,N/A,100.00%,f,t,Entire rental unit,Entire home/apt,2,1540,15,60,5,5,5,5,5,5,5,f,0.18
within a few hours,83.00%,82.00%,f,t,Private room in home,Private room,1,250,2,20,4.81,4.94,4.87,4.87,4.87,5,4.9,t,1.57
N/A,N/A,100.00%,t,t,Private room in casa particular,Private room,2,714,1,1125,4.77,4.77,4.77,5,5,4.85,4.85,t,1.19
within an hour,100.00%,83.00%,f,t,Entire condo,Entire home/apt,2,380,20,180,4.38,4.88,4.5,5,5,4.75,4.63,f,0.47
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,4,849,1,35,4.89,4.88,4.91,4.97,4.95,4.95,4.88,f,4.93
within a day,100.00%,67.00%,f,t,Private room in condo,Private room,4,1800,1,1125,4.33,4.5,4.83,4,4.17,5,4.5,f,0.31
within an hour,100.00%,97.00%,t,t,Private room in condo,Private room,2,539,2,60,4.92,4.94,4.89,5,4.94,5,4.97,f,3.3
within a few hours,100.00%,92.00%,t,t,Entire loft,Entire home/apt,2,1099,2,15,5,5,4.89,5,5,5,5,f,1.78
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,625,2,1125,4.76,4.88,4.94,4.98,4.94,4.82,4.76,t,2.52
within an hour,100.00%,99.00%,f,t,Entire rental unit,Entire home/apt,9,949,2,1125,4.67,4.89,4.87,4.89,4.74,4.91,4.8,f,4.3
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,486,1,1125,4.55,4.74,4.6,4.83,4.83,4.96,4.49,t,3.84
within an hour,100.00%,67.00%,f,t,Entire cottage,Entire home/apt,6,3900,1,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,536,1,1125,4.69,4.68,4.6,4.83,4.85,4.92,4.51,t,3.56
within an hour,100.00%,100.00%,t,t,Room in hotel,Private room,2,2542,1,365,,,,,,,,t,
within a few hours,100.00%,96.00%,t,t,Entire condo,Entire home/apt,6,2360,2,1125,4.86,4.93,4.98,4.93,5,4.89,4.84,f,2.17
within an hour,100.00%,96.00%,f,t,Private room in home,Private room,1,1000,2,7,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire home,Entire home/apt,8,5820,2,1125,3.75,3.5,4,4,4,4.75,3.75,t,0.24
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,2,740,1,365,5,5,5,5,5,5,4.5,t,0.1
within an hour,100.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,2,1300,1,1125,4.75,4.89,4.69,4.78,4.67,4.78,4.78,t,1.8
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,607,1,1125,4.66,4.8,4.68,4.76,4.78,4.94,4.5,f,2.53
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2557,3,60,4.92,4.86,4.82,4.98,4.98,4.94,4.8,f,2.69
within an hour,96.00%,100.00%,f,t,Entire condo,Entire home/apt,3,1325,1,365,4.57,4.66,4.77,4.55,4.64,4.85,4.62,t,3.52
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,484,1,1125,4.53,4.72,4.55,4.75,4.69,4.88,4.66,t,4.39
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1500,4,45,4.63,4.75,4.88,4.88,5,5,4.38,f,0.45
within an hour,100.00%,100.00%,f,t,Private room in rental unit,Private room,2,679,1,1125,4.67,4.8,4.69,4.84,4.9,4.96,4.65,t,2.48
within a day,80.00%,60.00%,f,t,Private room in rental unit,Private room,2,1329,7,1125,,,,,,,,f,
within an hour,100.00%,92.00%,f,t,Private room in casa particular,Private room,2,360,1,1125,4.71,4.71,4.42,4.83,4.75,4.75,4.71,f,1.3
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,5,1935,3,1125,4.87,4.91,4.91,4.89,4.93,4.93,4.91,f,3.68
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,521,1,1125,4.54,4.69,4.47,4.82,4.91,4.94,4.56,f,3.37
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,486,1,1125,4.62,4.68,4.66,4.82,4.78,4.96,4.58,t,3.95
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,3,450,3,365,4.5,4.5,4,4.75,4.5,4.5,4.75,t,0.34
within an hour,100.00%,96.00%,t,t,Private room in condo,Private room,4,549,1,30,4.85,4.77,4.85,4.92,4.92,4.69,4.77,f,0.71
within an hour,95.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1600,1,1125,4.92,4.96,4.95,4.99,4.91,4.95,4.88,t,3.69
within an hour,93.00%,100.00%,f,t,Room in hotel,Private room,2,3834,1,7,5,5,5,5,5,5,5,t,0.63
within a few hours,100.00%,97.00%,t,t,Entire condo,Entire home/apt,8,1750,2,365,,,,,,,,t,
within an hour,93.00%,100.00%,f,t,Room in hotel,Private room,4,1250,1,7,4.48,4.6,4.68,4.6,4.4,4.56,4.4,f,1.41
within a day,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,3,2050,7,365,5,5,5,5,5,5,5,t,0.4
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,756,1,64,4.78,4.85,4.83,4.92,4.85,4.95,4.8,f,3.06
a few days or more,0.00%,0.00%,f,f,Private room in casa particular,Private room,1,250,1,5,,,,,,,,f,
within an hour,99.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,1349,1,1125,4.5,4.7,4.61,4.45,4.55,4.93,4.64,t,5.23
within an hour,91.00%,79.00%,f,t,Private room in rental unit,Private room,2,450,1,1125,4.82,4.73,4.64,5,5,5,4.82,f,0.55
within an hour,99.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,950,1,365,4.91,4.95,4.92,4.9,4.89,4.98,4.85,t,4.91
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1427,1,365,4.63,4.8,4.63,4.76,4.66,4.85,4.63,t,2.05
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1855,1,365,4.75,4.87,4.87,4.84,4.83,4.87,4.74,t,11.06
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,598,2,365,4.74,4.89,4.79,4.89,4.95,4.95,4.74,f,1
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1671,1,365,4.7,4.88,4.93,4.78,4.85,4.93,4.73,t,2.01
within an hour,100.00%,97.00%,t,t,Private room in home,Private room,2,713,2,7,4.86,4.89,4.9,4.94,4.97,4.81,4.86,f,3.21
within an hour,100.00%,96.00%,f,t,Private room in home,Private room,1,600,2,7,5,5,5,5,5,5,5,f,0.88
within a day,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,1750,7,365,4.89,4.89,5,5,4.78,4.67,4.67,t,0.53
N/A,N/A,N/A,f,f,Private room in casa particular,Private room,1,250,1,365,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1800,2,1125,5,5,4.94,4.92,4.94,4.97,4.97,f,1.93
within a few hours,100.00%,92.00%,f,t,Entire loft,Entire home/apt,2,1000,1,1125,4.75,4.75,4.5,5,5,5,5,f,0.59
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1626,1,365,4.83,4.79,4.85,4.7,4.79,4.85,4.81,t,2.63
within an hour,95.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1457,1,1125,4.85,4.9,5,4.9,4.75,5,4.85,t,1
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1803,1,365,4.83,4.86,4.88,4.83,4.8,4.88,4.71,t,2.95
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1626,1,365,4.79,4.83,4.9,4.86,4.79,4.86,4.72,t,1.44
within a day,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,1850,7,365,5,5,4.93,5,5,5,5,t,0.81
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1803,1,365,4.89,4.89,4.78,4.5,4.83,4.89,4.67,t,0.91
within an hour,100.00%,100.00%,f,f,Entire condo,Entire home/apt,5,664,2,365,4.71,4.68,4.58,4.81,4.68,4.58,4.65,t,1.56
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1425,1,365,4.52,4.74,4.87,4.81,4.87,4.94,4.55,t,1.59
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1455,1,365,4.58,4.85,4.88,4.93,4.78,4.98,4.65,t,2.01
within an hour,95.00%,100.00%,t,t,Entire rental unit,Entire home/apt,2,1600,1,1125,5,5,4.97,5,4.94,4.97,4.97,t,1.55
within an hour,100.00%,88.00%,t,t,Entire condo,Entire home/apt,4,990,1,90,4.78,4.89,4.89,5,5,4.78,4.56,f,0.46
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,486,1,1125,4.58,4.72,4.63,4.85,4.88,4.97,4.61,t,6.24
N/A,N/A,N/A,f,f,Entire rental unit,Entire home/apt,4,4000,30,1125,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1095,4,31,4.71,4.94,4.71,5,5,4.94,4.82,f,0.86
within a few hours,88.00%,100.00%,t,f,Entire condo,Entire home/apt,4,1114,5,365,4.8,4.73,4.87,4.8,5,4.6,4.73,f,0.83
N/A,N/A,N/A,f,t,Entire condo,Entire home/apt,5,2500,1,365,1,1,1,1,1,1,1,t,0.05
N/A,N/A,100.00%,f,t,Private room in tiny home,Private room,1,500,3,1125,5,5,5,5,5,5,5,t,0.06
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,5,1200,2,1125,4.97,4.97,5,4.94,5,5,5,t,2.75
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,5,879,1,1125,4.71,4.86,4.82,4.86,4.76,4.57,4.76,t,4.57
a few days or more,0.00%,N/A,f,t,Entire rental unit,Entire home/apt,6,1114,2,120,4.5,4.5,4.5,5,5,5,5,f,0.13
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,1439,1,20,5,5,5,5,5,5,5,f,0.55
within a few hours,70.00%,82.00%,f,t,Entire home,Entire home/apt,4,3000,3,365,4.71,4.67,4.52,4.9,4.81,4.81,4.52,f,1.13
within an hour,100.00%,97.00%,t,t,Private room in home,Private room,2,770,2,20,4.83,4.75,5,4.83,4.92,4.92,4.92,f,0.71
within an hour,100.00%,100.00%,f,t,Private room in serviced apartment,Private room,1,400,1,1125,4.68,4.68,4.57,4.92,4.89,4.94,4.68,t,4.35
within an hour,100.00%,97.00%,f,t,Entire rental unit,Entire home/apt,2,1045,2,365,5,5,4,4,5,5,5,t,0.05
within an hour,100.00%,100.00%,f,t,Room in aparthotel,Entire home/apt,2,473,1,1125,4.45,4.76,4.7,4.76,4.76,4.93,4.55,t,5.43
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,783,2,1125,4.72,4.83,4.67,4.83,4.78,4.89,4.72,f,1.17
within a day,100.00%,87.00%,f,t,Entire condo,Entire home/apt,4,1500,1,1125,4.68,4.85,4.88,4.78,4.73,4.73,4.73,t,2.15
within an hour,100.00%,96.00%,f,t,Entire home,Entire home/apt,5,1500,2,1125,4.6,4.8,4.6,4.6,5,4.9,4.4,f,0.51
N/A,N/A,100.00%,f,t,Private room in serviced apartment,Private room,1,200,1,1125,5,5,5,5,5,5,5,f,0.4
within an hour,99.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1257,2,365,4.87,4.9,4.86,4.92,4.86,4.91,4.88,t,5.45
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,3,1787,2,1125,4.89,4.92,4.98,4.89,4.89,4.98,4.89,t,3.27
within an hour,100.00%,100.00%,f,t,Private room in serviced apartment,Private room,2,1045,1,1125,5,5,4.5,5,5,5,5,f,0.1
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,2000,20,365,4.85,4.95,4.9,4.7,4.65,5,4.95,f,1.33
within a day,89.00%,94.00%,t,t,Entire loft,Entire home/apt,3,1600,4,90,5,4.87,4.93,4.93,4.93,5,4.8,f,0.78
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,5,1460,1,365,4.95,4.95,4.9,4.93,4.97,4.98,4.88,t,5.2
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,3,954,2,1125,4.89,5,4.84,5,5,4.89,4.79,f,1.03
within an hour,91.00%,93.00%,f,t,Entire home,Entire home/apt,8,1499,2,1125,4.05,4.1,3.7,4.85,4.55,4.95,4.3,f,1.6
within a few hours,100.00%,89.00%,t,t,Entire condo,Entire home/apt,6,546,5,365,4.67,4.67,4.5,5,5,5,4.5,f,0.3
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,6,1781,2,365,4.91,4.94,4.78,4.9,5,4.92,4.94,t,4.61
within a few hours,100.00%,89.00%,t,t,Private room in condo,Private room,2,259,3,365,4.86,4.95,4.86,5,4.95,4.95,4.86,f,1.05
within an hour,100.00%,100.00%,f,f,Entire rental unit,Entire home/apt,4,401,1,1125,4.67,4.74,4.94,4.74,4.9,4.22,4.64,t,3.95
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1511,1,30,4.85,4.89,4.91,4.92,4.96,4.89,4.83,f,2.63
within a day,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,580,5,365,5,5,5,5,5,5,5,t,0.05
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,350,10,1125,4.46,4.69,4.38,4.85,4.77,4.46,4.46,t,0.7
within an hour,100.00%,98.00%,f,f,Entire serviced apartment,Entire home/apt,4,960,5,1125,3.89,4.11,4.11,4.67,4.56,4.22,3.78,f,0.66
within a few hours,100.00%,93.00%,t,t,Entire rental unit,Entire home/apt,5,1350,5,1125,5,5,5,4.91,4.91,4.91,5,f,0.64
within a few hours,100.00%,94.00%,t,t,Entire condo,Entire home/apt,2,934,2,365,4.67,4.79,4.85,4.88,4.82,4.64,4.61,f,2.12
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,840,1,35,4.83,4.93,4.93,4.95,4.86,4.79,4.86,f,3.41
within an hour,100.00%,100.00%,f,t,Private room in rental unit,Private room,1,270,1,365,4.5,5,4.5,4.5,5,5,5,t,0.59
within an hour,100.00%,100.00%,t,f,Entire condo,Entire home/apt,4,866,1,365,4.93,5,4.86,5,5,5,4.86,t,0.72
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1100,2,26,4.8,5,4.9,5,5,4.7,5,f,0.58
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,1000,2,365,4.69,4.64,4.72,4.92,4.61,5,4.69,t,1.86
a few days or more,0.00%,100.00%,f,t,Private room in loft,Private room,2,800,3,365,5,5,5,4.75,5,4.75,5,f,0.28
